RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
7020798,김치찜 레시피 앞다리살 묵은지 김치찜 통앞다리살,묵은지김치찜,16713232,뚜루,3781,0,25,찜,일상,돼지고기,찌개,국물이 어느정도 있고 고기도 듬뿍 든 묵은지 김치찜이 최고의 메인메뉴가 아닐까 생각해봅니다. 모든 재료를 넣고 바글바글 끓이기만 하면 뚝딱 완성되는 쉬운 김치찜 레시피 알려드릴게요 :),[재료] 돼지고기 앞다리살 2 근 | 묵은지 850 g | 대파 2/3 대 | 물 1.3 L | 김치국물 1 국자 | 고춧가루 2 큰술 | 설탕 2 큰술 | 국간장 1 큰술 | 멸치액젓 1 큰술 ,4인분,아무나,60분이내,20240226023157,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/28a987d316152020b3bea1f77807169d1.jpg
7020799,[명절음식] 대보름 묵은나물 요리  살살 녹는 <시래기 조림>,시래기조림,81353412,낭만처자,117,0,1,조림,명절,채소류,메인반찬,대보름에 볶아먹는 묵은 나물 중에 시래기를 참 좋아하는데요. 시래기는 대보름날처럼 뭉근하게 볶아 먹어도 맛있고 시래기국이나 지짐  시래기밥 등 여러 메뉴로 준비할 수 있어 한봉지 사두면 두고두고 먹기 좋지요. 특히 시래기조림은 설음식이나 파티요리처럼 기름진 음식을 많이 먹었을 때 입맛을 깔끔하게 정리해주고 속을 편하게 다스려 주는 데 그저그만! 칼슘과 무기질 섬유질이 풍부해 영양만점은 물론이고요  배달음식을 많이 먹는 식생활로 위가 불편할 때  속 달래 주는 데에도 좋아서 약처럼 먹게 됩니다. 뽀얀 밥에 얹어 먹으면 밥 2그릇 순삭시키는 살살 녹는 그 맛은 또 어떻구요. 보약처럼 먹는 낭만네 속 편한 시래기 조림 지금 시작할게요!,[재료] 시래기 3-4 줌 | 석박지 무 2-3 조각 | 양파 1/4 개 | 파 1/3 대 | 멸치 1/2 줌 | 표고 1 개 | 채수 1/3 냄비 (또는 육수)| 식용유 1/2 밥숟가락 | 맛간장 1/2 밥숟가락 | 멸치액젓 1/2 밥숟가락 | 된장 2-3 밥숟가락 | 들기름  약간 | 홍고추 1 대 ,2인분,아무나,60분이내,20240226033726,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/c1849e4330a9a1f02acddc7970c8d2cb1.jpg
7020800,베이컨말이 주먹밥 만드는 법,베이컨말이주먹밥,81748884,요리하는쮸네,613,0,4,굽기,도시락,가공식품류,밥/죽/떡,간단한 한 끼 식사나 도시락 메뉴로 좋은 베이컨말이 주먹밥 만드는 법 알려드릴게요 : ),[재료] 베이컨 7 줄 | 밥 1공기 210 g | 대파 1/4 대 | 양파 1/4 개 | 당근  약간 | 식용유 2 스푼 | 굴 소스 1/2 스푼 | 소금 1 꼬집 | 참기름 1 스푼 | 후추  약간 ,2인분,아무나,,20240226053529,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/3d67bc66e8a2a4f75e5592b61c31c3d11.jpg
7020801,짜파게티 볶음밥 만들기,짜파게티볶음밥,81748884,요리하는쮸네,1525,0,4,볶음,일상,기타,밥/죽/떡,중국집 짜장밥 부럽지 않은 맛있는 한 그릇 요리 짜파게티 볶음밥 만들기 알려드릴게요 ^^~,[재료] 짜파게티 1 개 | 밥 1/2 공기 (100g)| 대파 1/4 대 | 양파 1/4 개 | 당근  약간 | 햄 60 g | 식용유 3 스푼 | 참기름 1 스푼 | 후추  약간 | 통깨  약간 ,1인분,아무나,,20240226053948,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/394d79650be700382af6243b698c4dbe1.jpg
7020802,순두부 계란국 만들기,순두부계란국,81748884,요리하는쮸네,2110,0,87,끓이기,일상,달걀/유제품,국/탕,몽글몽글 부드러운 순두부 계란국 만들기 알려드릴게요 : ),[재료] 순두부 350 g | 계란 2 개 | 대파 1/2 대 | 양파 1/2 개 | 물 1 L  [양념] 국간장 1 스푼 | 멸치 액젓 1 스푼 | 다진 마늘 1 스푼 | 소금  약간 ,2인분,아무나,,20240226054601,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/f5e206d6dde990c0217bfb0096fca7a51.jpg
7020803,군만두와 찐만두를 동시에 즐기는 만두전 레시피,만두전,81748884,요리하는쮸네,304,0,2,부침,일상,가공식품류,면/만두,바삭한 군만두와 촉촉한 찐만두를 한 번에 맛볼 수 있는 만두전 레시피 알려드릴게요 : ),[재료] 만두 12 개 | 청양고추 1 개 | 부침가루 1.5 스푼 | 물 1/2 컵 | 식용유 2 스푼 ,2인분,아무나,,20240226055127,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/8b7d01973fe503afc96da710343fa1601.jpg
7020804,카레 국물 떡볶이 황금레시피 ,카레국물떡볶이,81748884,요리하는쮸네,1510,0,10,끓이기,간식,기타,밥/죽/떡,믿고 먹는 카레 국물 떡볶이 황금레시피 알려드릴게요 : ),[재료] 떡국떡 250 g | 떡볶이떡 250 g | 사각 어묵 3 장 | 소시지 120 g | 대파 1/2 대 | 삶은 계란 3 개 | 물 800 ml  [양념] 설탕 3 스푼 | 카레가루 3 스푼 | 고춧가루 2 스푼 | 고추장 1 스푼 | 진간장 1 스푼 | 멸치 액젓 1/2 스푼 ,4인분,아무나,60분이내,20240226055504,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/5442c44014946851d0703594c02c213b1.jpg
7020805,얼큰감자국 끓이는 법,얼큰감자국,81748884,요리하는쮸네,5002,0,17,끓이기,일상,채소류,국/탕,얼큰한 국물 요리 생각날 때 간단하게 후다닥 끓여서 호로록 먹기 좋은 얼큰감자국 끓이는 법 알려드릴게요 : ),[재료] 계란 2 개 | 감자 小 2 개 | 대파 1/2 대 | 양파 1/2 개 | 홍고추 1/2 개 | 청양고추 1 개 | 물 1 L  [양념] 국간장 1 스푼 | 멸치 액젓 1 스푼 | 고춧가루 2 스푼 | 다진 마늘 1 스푼 | 소금  약간 ,2인분,아무나,30분이내,20240226063856,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/8670363cfd8cbc1b59a7decf606b977a1.jpg
7020806,돌나물무침 돌나물 비빔밥 만드는 법,돌나물무침,81748884,요리하는쮸네,689,0,10,무침,일상,채소류,밑반찬,봄소식 알리는 향긋한 돌나물무침 만드는 법 알려드릴게요 : ),[재료] 돌나물 130 g | 양파 1/2 개 | 통깨  약간  [양념] 고춧가루 1 스푼 | 고추장 1 스푼 | 멸치 액젓 1/2 스푼 | 올리고당 1 스푼 | 매실청 1 스푼 | 식초 2 스푼 | 다진 마늘 1/2 스푼  [세척] 식초 1 스푼 ,2인분,아무나,10분이내,20240226064309,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/8a47e824ff3fa174080772c373d9138d1.jpg
7020807,참치쌈장 만드는 법,참치쌈장,81748884,요리하는쮸네,646,0,5,끓이기,일상,기타,메인반찬,한국인이라면 호불호 없이 모두가 좋아하는 쌈밥 양념장 참치쌈장 만드는 법 알려드릴게요 : ),[재료] 참치캔 200 g | 대파 1/2 대 | 양파 1/2 개 | 표고버섯 2 개 | 청양고추 1 개 | 홍고추 1 개 | 통깨  약간  [양념] 설탕 1 스푼 | 고춧가루 2 스푼 | 고추장 2 스푼 | 된장 2 스푼 | 다진 마늘 1 스푼 | 물 1/2 컵 | 참기름 1 스푼 ,4인분,아무나,30분이내,20240226065522,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/66a384aad55328bd00b0594f93c29a8a1.jpg
7020808,일식집 단호박튀김 만들기,단호박튀김,81748884,요리하는쮸네,2968,0,61,튀김,간식,채소류,메인반찬,일식집 부럽지 않은 근사한 비주얼은 물론 파삭파삭 압도적인 식감으로 아이  어른 모두의 입맛을 사로잡을 단호박튀김 만들기 알려드릴게요.,[재료] 단호박 1/2 개 | 덧가루 4 스푼 | 식용유  넉넉하게  [반죽] 튀김가루 1.5 컵 | 물 1 컵 | 얼음 5 개 | 소금 3 꼬집 ,4인분,아무나,60분이내,20240226070048,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/178cb8ad37b0059391c01140deb962281.jpg
7020809,바지락 아욱 된장국 만드는 법,바지락아욱된장국,81748884,요리하는쮸네,598,0,5,끓이기,일상,채소류,국/탕,맛은 물론 영양 성분까지 풍부한 바지락 아욱 된장국 만드는 법 알려드릴게요 ^^~,[재료] 바지락 800 g | 아욱 200 g | 표고버섯 2 개 | 대파 1/2 대 | 청양고추 1 개 | 홍고추 1 개 | 물 1.5 L  [아욱 세척] 굵은소금 1 스푼  [바지락 해감] 식초 2 스푼 | 굵은소금 1 스푼  [양념 ] 된장 2 스푼 | 국간장 1 스푼 | 다진 마늘 1 스푼 | 고춧가루 1 스푼 ,3인분,아무나,30분이내,20240226071556,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/0631cb1c554be4e0d71d41c868a7fda11.jpg
7020810,간단한 국물요리 어묵탕 맛있게 끓이는 법 오뎅탕 황금레시피 어묵국 끓이는법,어묵탕,kjo2456,김진옥요리가좋다,14331,0,55,끓이기,일상,해물류,국/탕,안녕하세요 김진옥입니다. 간단한 국물요리 중 한가지가 어묵탕(어묵국) 아닐까 합니다. 이상하게 어묵으로 끓인 국인데...어묵국이라고 안하고 어묵탕이라고 많이 말하는것 같아요~~ 오뎅국 또는 오뎅탕이라고도 말하고요~~ 아무튼... 오늘은 어묵탕 맛있게 끓이는법 소개합니다.    재료(4인분) : 사각어묵4장(150g). 무200g. 멸치다시마육수 500ml. 물500ml.  마늘3개(또는 다진마늘1/2T).다진파4T. 국간장1T.멸치액젓1T. 후춧가루소량. 청양고추3개(기호에 따라 생략가능) . 소금간( 기호에 따라)  ,[재료] 사각어묵 150 g | 무 200 g | 멸치다시마육수 500 ml | 물 500 ml | 마늘 3 개 | 다진파 4 T | 국간장 1 T | 멸치액젓 1 T | 후춧가루  소량 | 청양고추 3 개 | 소금   (기호에 따라),4인분,아무나,10분이내,20240226072734,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/25/311f2b6e7c23a1185afe09967666e76d1.jpg
7020811,계란 야채 참치죽 끓이는법,계란야채참치죽,81748884,요리하는쮸네,1133,0,18,끓이기,일상,달걀/유제품,밥/죽/떡,속이 편안한 아침 메뉴 계란 야채 참치죽 끓이는법 알려드릴게요 : ),[재료] 밥 1공기 210 g | 참치캔 100 g | 계란 2 개 | 대파 1/2 개 | 양파 1/4 개 | 당근  약간 | 표고버섯 1 개 | 물 1 L | 통깨  약간  [양념] 참기름 2 스푼 | 국간장 1 스푼 | 소금  약간 ,2인분,아무나,30분이내,20240226074626,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/fac3074715bdb0da2a5ac60e83dc49941.jpg
7020812,고구마맛탕 고구마빠스 만들기,고구마맛탕,81748884,요리하는쮸네,984,0,7,튀김,간식,채소류,디저트,호불호 없이 남녀노소 모두가 맛있게 즐길 수 있는 고구마맛탕 고구마빠스 만들기 알려드릴게요 : ),[재료] 고구마 3~4 개 (530g)| 튀김용 식용유  넉넉하게 | 통깨  약간  [시럽] 설탕 4 스푼 | 식용유 3 스푼 ,2인분,아무나,30분이내,20240226075303,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/c1d45d82bdaf84ea2a197a4b6a1d7cae1.jpg
7020813,아욱된장무침 아욱 나물 무침 만드는 법,아욱된장무침,81748884,요리하는쮸네,3046,0,9,무침,일상,채소류,밑반찬,맛은 물론 몸에 좋은 영양 성분까지 풍부한 아욱된장무침 만드는 법 확인하세요 : ),[재료] 아욱 200 g | 통깨  약간  [양념] 된장 1 스푼 | 멸치 액젓 1/2 스푼 | 올리고당 1 스푼 | 다진 마늘 1/2 스푼 | 참기름 1 스푼  [아욱 세척] 굵은소금 1 스푼  [데칠 때] 소금 1/2 스푼 ,2인분,아무나,,20240226075826,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/fcd08ac1e2b766edb27c7d00227e747e1.jpg
7020814,참나물무침 참나물 된장무침 만드는법,참나물무침,81748884,요리하는쮸네,563,0,6,무침,일상,채소류,밑반찬,구수한 된장 양념에 버무린 참나물무침 만드는법 준비했어요 : ),[재료] 참나물 130 g | 대파 1/2 대  [양념] 고춧가루 1/2 스푼 | 된장 2/3 스푼 | 다진 마늘 1/2 스푼 | 멸치 액젓 1/2 스푼 | 올리고당 1 스푼 | 참기름 1 스푼 | 으깬 통깨 1 스푼  [세척] 식초 1 스푼  [데칠 때] 소금 1/2 스푼 ,2인분,아무나,,20240226080401,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/808998fda62bbfbe6056499f92f14ed61.jpg
7020815,유부깻잎주먹밥 유부로 만든 주먹밥은 처음보시죠? ,유부깻잎주먹밥,80802273,아임레시피,326,0,6,볶음,도시락,채소류,밥/죽/떡,유부초밥 만들다가.. 찢어져 밥을 넣을 수 없는 유부로 주먹밥을 만들어 봤더니.. 색다르네요 ^^ 야채도 있으면 좋겠다 싶어 깻잎도 한장 딱~ 붙여 봤네요~ ^^ 어른들은 매콤하게 청양고추 송송 썰어 넣어도 맛 좋은 유부깻잎주먹밥! 어떠세요?,[재료] 밥 3 공기 | 참치 150 g | 깻잎 6 장 | 유부 6 장 | 마요네즈 크게 3 큰술  [밥양념 재료] 참기름 1.5 큰술 | 소금 1/2 작은술 | 통깨 1 큰술  [양념 재료 ] 참치액 1/2 큰술 | 진간장 1/2 큰술 | 맛술 1 큰술 | 참기름 1 큰술 | 설탕 1/2 큰술 ,3인분,아무나,15분이내,20240226082337,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/ddaadf2d73dbc171367f3cee36a817911.jpg
7020816,건새우 우거지국 우거지 된장국 만들기,우거지된장국,81748884,요리하는쮸네,483,0,3,끓이기,일상,채소류,국/탕,구수한 국물 맛이 좋은 건새우 우거지국 만들기 알려드릴게요 : ),[재료] 우거지 400 g | 건새우 1 컵 | 대파 1/2 대 | 청양고추 1 개 | 물 1.2 L  [양념] 들기름 1 스푼 | 된장 2 스푼 | 국간장 1 스푼 | 멸치 액젓 1 스푼 | 다진 마늘 1 스푼 ,3인분,아무나,30분이내,20240226083815,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/836836a46dba94c63acafce7393976291.jpg
7020817,초간단 블루베리 식초 음료 만들기,블루베리식초,jylhee070467,밥심은국력,436,0,0,기타,초스피드,가공식품류,차/음료/술,초간단 블루베리 식초 음료 만들기,[재료] 블루베리 식초 3 큰술 | 꿀 1 스틱 | 얼음 6 알 | 생수 200 ml ,,아무나,,20240226083821,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/62a8b811e34fc0218e61471fabf020bd1.jpg
7020818,두부 참치 유부초밥 만들기,두부참치유부초밥,81748884,요리하는쮸네,2128,0,20,기타,기타,기타,기타,맛  건강 둘 다 챙길 수 있는 다이어트 유부초밥 만들기 알려드릴게요 : ),[재료] 유부피 28 장 | 초밥 소스 1 봉 | 참깨 야채볶음 2 봉 | 두부 1 모 | 참치캔 85 g | 계란 2 개 ,4인분,아무나,,20240226085032,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/cadd1456fbcf06d830d6842d81daabf31.jpg
7020819,배추나물무침 시원하고 맛있어요!,배추나물무침,81799058,아띠유니,1125,0,20,데치기,일상,채소류,밑반찬,집에서 고기싸먹고 남은 배추로 시원하고 맛있는 배추나물무침을 만들어보았어요. 아이도 먹을 수 있는 건강하고 맛있는 배추나물무침 레시피 알려드릴게요!,[재료] 알배추 10 장 | 국간장 1 T | 소금  조금 | 다진마늘  조금 | 참기름   | 깨   ,2인분,아무나,30분이내,20240226090024,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/dfa1e50fb8f0f75fb81ed1960a0dc03b1.jpg
7020820,얼큰하고 시원~한 황태 콩나물 해장국!,황태콩나물해장국,parkbo89,보교미,353,0,12,끓이기,일상,기타,국/탕,끓이기도 초간단! 재료도 초간단!,[재료] 콩나물 70 g | 황태채 5 개 | 달걀 1 알 | 물 300~400 ml (or 육수)| 코인육수 1 개 | 참기름 1 T | 국간장 0.5 T | 참치액 0.5 T | 마늘 1 T | 청양고추 1~2 개 | 파  조금 | 새우젓  조금 | 김가루  조금 ,1인분,아무나,10분이내,20240226090111,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/27/01805ca60a06245f3ae7156aa43715751.jpg
7020821,참나물로 만든 페스토를 이용한 참나물페스토치킨,참나물페스토치킨,38697592,융영이,127,0,4,굽기,술안주,닭고기,메인반찬,바질페스토 대신 참나물을 이용하여 페스토를 만들어 닭살에 골고루 발라 구운 치킨입니다! 바질향과는 또 다른 참나물향을 느끼고 맛 볼 수 있답니당 평범하지 않은 치킨요리 추천합니당,[재료] 참나물 100 g | 닭다리살 정육 500 g | 후추   | 소금    [찍먹소스] 마요네즈 5 T | 레몬즙 2 T | 설탕 3 T  [참나물페스토 재료] 참나물 100 g | 올리브유 30 g | 후추 1 T | 소금 1 T ,2인분,초급,60분이내,20240226094225,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/27bc397b65c65a2044c50acfe1bc52d81.jpg
7020822,에어프라이어 고구마구이 정말 간단한 군고구마만들기,군고구마,17672780,라피네,235,0,2,굽기,간식,채소류,기타,최근에는 고구마를 쪄서 먹기만 하다가 오랜만에 에프에 고구마를 구웠더니..어찌나 달콤하던지...껍질도 없어서 하나씩 집어먹기 너무 편한 군고구마 만들기입니다.,[재료] 고구마 중간크기 3 개 ,4인분,초급,30분이내,20240226095203,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/25/eaf5170c1a054a1e59c0cfb200234ee11.jpg
7020823,닭도리탕 레시피 백종원 닭볶음탕 만드는 법,닭볶음탕,66398194,매들린,5039,0,10,끓이기,일상,닭고기,메인반찬,요즘 매콤한 게 자꾸 땡기네요. 마침 이마트에 무항생제 닭이 세일하길래 얼큰한 닭볶음탕을 만들었어요. 백종원 닭볶음탕 레시피로 만들었는데 뭔가 맛이 부족해서 저희 스타일로 약간 베리에이션 해봤어요. ,[재료] 닭 1 마리 | 감자 2 개 | 양파 1 개 | 대파 150 g  [양념] 물 500 ml | 설탕 3 T | 올리고당 1 T | 후추  적당량 | 치킨스톡 1/2 T | 고춧가루 2 T | 매운 고춧가루 1 T | 청양고추 3 개 | 간마늘 2 T | 진간장 5 T ,2인분,아무나,60분이내,20240226095245,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/2ccb3f97bbffcaac8d65a9bd6338e7f11.jpg
7020824,땡초소세지전 옛날소세지요리 분홍소세지부침,분홍소세지부침,17672780,라피네,517,0,6,부침,일상,가공식품류,밑반찬,저는 옛날소세지 좋아해서 일부러 자주 사먹는데 이번에는 매운 청량고추를 다져 넣어서 매콤하게 부쳐봤어요. 밥반찬으로도 술안주로도 최곱니다.,[재료] 계란 2 개 | 분홍소세지 100 g | 청양고추 2 개 | 식용유   ,2인분,초급,10분이내,20240226095550,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/24/94b4230eb11dc126d111923fe825f2251.jpg
7020825,눈내리는 달콤한 치킨 콘허니눈꽃치킨,콘허니눈꽃치킨,38697592,융영이,161,0,1,튀김,야식,닭고기,메인반찬,그라노파다노치즈로 치킨에 눈 내린 느낌으로 만들어 본 레시피입니다. 꿀을 이용하여 만든 소스로 달콤한 치킨의 맛을 느낄 수 있어요! 옥수수도 함께 톡톡 씹히는 식감까지 느껴보시길 바랍니당,[재료] 닭다리살 정육 300 g | 스위트콘 150 g | 전분가루   | 치킨용튀김가루   | 튀김가루   | 그라노파다노치즈    [허니버터소스] 꿀 4 T | 버터 30 g | 간장 1 T ,2인분,중급,90분이내,20240226095805,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/26/68d2e8d83ae13dca97039d8978428e5e1.jpg
